CIDADES:
Fanzeres,41.1667,-8.5333
Oliveira do Bairro,40.5167,-8.5
Lagoa,37.1333,-8.45
Vale de Cambra,40.85,-8.4
Vagos,40.55,-8.6833
Arcos de Valdevez,41.8472,-8.4186
Arouca,40.9167,-8.25
Lordelo do Ouro,41.16,-8.658
Salvaterra de Magos,39.0167,-8.7833
Meixedo,41.807,-6.754
Povoa de Lanhoso,41.5667,-8.2667
Machico,32.7,-16.7667
Azambuja,39.0667,-8.8667
Seia,40.4167,-7.7
Sao Joao da Madeira,40.8972,-8.4889
Bougado,41.337,-8.559
Cacem,38.7704,-9.3081
Vialonga,38.874,-9.082
Rio Maior,39.3333,-8.9333
Belas,38.7772,-9.2608
Praia da Vitoria,38.7333,-27.0664
Laranjeira,38.657,-9.15
Oliveira do Hospital,40.3589,-7.8625
Ul,40.84,-8.475
Oliveira de Azemeis,40.84,-8.475
Elvas,38.8667,-7.15
Baiao,41.1667,-8.0333
Costas de Cao,38.664,-9.2
Caparica,38.664,-9.2
Mealhada,40.3833,-8.45
Cinfaes,41.1,-8.1333
Entroncamento,39.4653,-8.4681
Celorico de Basto,41.3833,-8.0
Alfena,41.238,-8.525
Coruche,38.9569,-8.5269
Piedade,38.674,-9.156
Soure,40.05,-8.6333
Moncao,42.0764,-8.4819
Vila Real de Santo Antonio,37.1939,-7.4158
Amares,41.6167,-8.3333
Camarate,38.798,-9.1339
Sacavem,38.7944,-9.1053
Mangualde,40.6042,-7.7611
Santa Iria da Azoia,38.8464,-9.0881
Sao Tiago de Custoias,41.2,-8.633
Parede,38.6933,-9.3569
Lousa,40.1167,-8.25
Alcochete,38.75,-8.9667
Montemor-o-Novo,38.65,-8.2167
Peso da Regua,41.1653,-7.7764
Condeixa-a-Nova,40.1167,-8.5
Sao Pedro do Sul,40.75,-8.0667
Sobrado de Paiva,41.0667,-8.25
Ponte de Sor,39.25,-8.0167
Cabeceiras de Basto,41.5333,-8.0167
Quarteira,37.069,-8.103
Serta,39.8,-8.1
Batalha,39.65,-8.8
Macedo de Cavaleiros,41.5389,-6.9608
Ramada,38.804,-9.191
Serpa,37.9447,-7.5989
Castro Daire,40.9,-7.9333
Penacova,40.2706,-8.2833
Moura,38.1333,-7.45
Sobreda,38.648,-9.185
Nazare,39.6011,-9.0706
Grandola,38.17,-8.56
Anta,41.0073,-8.625
Falagueira,38.7589,-9.2261
Cadaval,39.2333,-9.1
Lagoa,37.7486,-25.5403
Valbom,41.1333,-8.5667
Horta,38.5794,-28.7164
Estremoz,38.85,-7.5833
Sines,37.9547,-8.8644
Sao Martinho do Bispo,40.2131,-8.4694
Valenca,42.0167,-8.6333
Gouveia,40.5,-7.6
Nelas,40.5167,-7.85
Gafanha da Nazare,40.635,-8.714
Alcanena,39.4667,-8.6667
Arruda dos Vinhos,38.9833,-9.0667
Ribeira Brava,32.6833,-17.05
Aldeia de Paio Pires,38.627,-9.076
Fatima,39.6256,-8.6658
Bombarral,39.2681,-9.1553
Vila Pouca de Aguiar,41.5006,-7.6422
Miranda do Corvo,40.1,-8.3333
Lamacaes,41.528,-8.413
Alcacer do Sal,38.3725,-8.5136
Vieira do Minho,41.6333,-8.1333
Moreira,41.249,-8.65
Aldoar,41.171,-8.671
Sao Felix da Marinha,41.034,-8.623
Sabugal,40.35,-7.0833
Mira,40.4333,-8.7333
Satao,40.7333,-7.7333
Arcozelo,41.05,-8.646
Sever do Vouga,40.7333,-8.3667
Arganil,40.218,-8.054
Tabua,40.3603,-8.0292
Ponte da Barca,41.8,-8.4
Eiras,40.235,-8.4178
Alijo,41.2761,-7.475
Vendas Novas,38.6833,-8.45
Portela,38.7847,-9.1136
Costa de Caparica,38.645,-9.237
Obidos,39.3581,-9.1578
Ansiao,39.9167,-8.4333
Santa Comba Dao,40.4,-8.1167
Calheta,32.7258,-17.1658
Esmoriz,40.955,-8.627
Sao Joao das Lampas,38.87,-9.421
Resende,41.106,-7.964
Vila Frescainha,41.535,-8.615
Feira,40.93,-8.552
Avintes,41.107,-8.551
Reguengos de Monsaraz,38.4167,-7.5333
Oliveirinha,40.603,-8.605
Valadares,41.1,-8.64
Sao Bras de Alportel,37.15,-7.8833
Santo Andre,38.05,-8.75
Murtosa,40.7333,-8.6333
Sao Joao de Ver,40.954,-8.551
Grijo,41.0333,-8.5833
Vouzela,40.7167,-8.0833
Montalegre,41.8231,-7.7917
Cunha Alta,40.61,-7.77
Melres,41.0667,-8.4
Vila Franca do Campo,37.7167,-25.4333
Estreito de Camara de Lobos,32.6758,-16.9772
Oliveira de Frades,40.7167,-8.1833
Ericeira,38.962,-9.418
Moimenta da Beira,40.9797,-7.6136
Sobral de Monte Agraco,39.018,-9.152
Setubal,38.5243,-8.8926
Praia do Carvoeiro,37.12,-8.46
Santa Clara,40.1908,-8.4383
Maceira,39.6833,-8.9
Trancoso,40.7833,-7.35
Carregal do Sal,40.4333,-8.0
Idanha-a-Nova,39.9167,-7.2333
Guifoes,41.2011,-8.665
Pinhel,40.7833,-7.0667
Mortagua,40.4333,-8.2333
Tavarede,40.167,-8.845
Aljustrel,37.9167,-8.1667
Melgaco,42.1,-8.25
Paredes de Coura,41.9,-8.55
Gondizalves,41.536,-8.44
Rebordosa,41.22,-8.412
Vinhais,41.8167,-7.0
Carregado,39.0167,-8.9667
Caxias,38.702,-9.276
Almargem,38.8475,-9.2714
Aver-o-Mar,41.4,-8.7667
Vila Nova de Cerveira,41.9667,-8.6833
Rabo de Peixe,37.8103,-25.5861
Ponta do Sol,32.6806,-17.1042
Lourosa,40.988,-8.546
Ferreira do Zezere,39.6833,-8.2833
Torre de Moncorvo,41.2,-7.1333
Chamusca,39.35,-8.4833
ARESTAS:
0,2,40.96821602799821
0,4,3.2330160635652843
0,8,46.341601906747826
0,10,6.941126139057388
0,13,7.546943235310047
0,14,41.81196851565097
0,16,108.10288112780125
0,18,7.929487630212637
0,19,27.878257846994043
0,20,157.73883905944672
0,21,39.43220360626853
0,22,80.91212551386222
0,23,10.479919480437157
0,24,62.35185890001279
0,25,24.656863978341477
0,26,23.54424041088285
0,28,58.84695338531054
0,32,28.70367116182478
0,33,23.04269821908133
0,38,26.86304396903985
0,41,114.17190756539586
0,42,41.97229893261321
0,43,21.91129907644696
0,44,46.83959429059218
0,45,177.1500666098032
0,47,32.860661066868765
0,48,138.5498373921307
0,49,181.46728149351117
0,51,39.57643504030704
0,52,74.74260542763574
0,53,135.97218999281233
0,54,199.94254463031402
0,56,5.4824829834725755
0,57,49.710749240808255
0,60,56.48850314337333
0,61,66.96525720083775
0,63,35.43429127513277
0,66,168.20302131929714
0,69,67.38617887731444
0,72,128.98854957507
0,73,115.4691830006055
0,74,174.56572047918294
0,75,192.29565272503865
0,76,159.21173768128125
0,77,21.74313861581942
0,78,3.042325409254069
0,79,8.576982173595969
0,81,188.66979306900674
0,82,90.36021156457957
0,87,170.94341454769847
0,88,43.41618834174089
0,90,62.615537908065214
0,92,18.049564330777912
0,95,9.370941912677134
0,98,148.47995369481907
0,99,81.7347488316611
0,101,3.5991812473280977
0,102,84.87552024246163
0,105,5.901084174608158
0,106,46.05813525607821
0,107,68.34734280337926
0,110,110.80411759528876
0,114,53.455268607794736
0,118,174.29680424870517
0,120,125.52686168748271
0,121,37.40963005388304
0,124,4.598921449947513
0,125,7.442692590550169
0,126,72.4953307343237
0,128,39.38757832424695
0,129,68.25738579309166
0,130,78.03986678992226
0,131,41.448730064126615
0,132,3.022754553897139
0,134,171.3276591770312
0,135,53.881698482814905
0,138,113.55411064422269
0,139,31.500453806078465
0,140,20.14855883913737
0,147,109.85571725210154
0,148,37.88078478430556
0,149,37.88078478430556
0,151,49.28276286938328
0,154,87.80143170037378
0,155,41.508328233437105
0,156,189.12613797284595
0,157,57.5069027533885
0,158,11.708513690558217
0,161,123.66355695047814
0,162,102.33034015841895
0,164,55.99330445481997
0,167,95.3221960557525
0,169,4.313662640203072
0,171,120.40604864157112
0,174,70.78672819893819
0,175,116.69804515584221
0,176,65.37790540953887
0,177,32.919887406147666
0,179,65.24331547347154
0,181,157.76112087570073
0,182,168.81186447958
0,183,144.85262488426295
0,186,64.70342812216718
0,187,103.1581850025192
0,190,177.68483146511818
0,192,17.214810947483027
0,196,5.6298875122702645
0,200,106.30545953072571
0,201,95.03183077500327
0,202,113.19625837260325
0,203,96.7872065644671
0,204,59.118706260790056
0,205,188.55796241501307
0,209,170.8912579276305
0,211,90.05256579333002
0,212,120.58661303730273
0,213,44.26925703497741
0,215,66.384064095674
0,216,9.942703732190244
0,217,4.219364807604549
0,218,14.244316574479265
0,219,157.95654721009765
0,220,81.57860955278024
0,221,88.56764688370191
0,222,12.626102142675535
0,223,52.27963071764792
0,224,115.38582932598736
0,225,102.18328658838855
0,226,73.3024013667837
0,227,104.51614594719953
0,228,96.76853140197738
0,233,139.3970821925441
0,234,94.82170832269233
0,236,23.032284924320898
0,238,55.458631243569464
0,239,41.4687050444818
0,240,26.467539242676597
0,241,8.537836046969222
0,243,62.18550824820447
0,244,7.06785418876881
0,247,47.6898285407901
0,248,23.893155101382025
0,249,14.6844566176319
0,250,67.08423394038405
0,251,100.9181615710551
0,252,94.33204327271172
0,253,21.41048265144027
0,256,61.730911365703484
0,258,86.93219297609065
0,262,109.1089039098432
0,263,166.11016324976637
0,264,114.79536596727233
0,265,96.48073063163456
0,266,181.51129909336004
0,267,5.6352459169032105
0,268,137.19777452850425
0,269,87.39461731728734
0,270,112.2372046642306
0,272,108.77572919959323
0,273,82.26932109799976
0,274,44.26451625860122
0,275,18.71429852848494
0,276,153.45871967479349
0,280,29.085632132940468
0,281,89.61267158123779
0,284,20.38031622071702
0,285,166.9154822448634
0,286,124.65745508997685
1,3,22.235714221523263
1,5,23.310477275332364
1,6,12.095987853435977
1,7,9.43080761227179
1,9,5.05534212248448
1,11,7.280353388558638
1,12,15.200546591074499
1,15,7.672761918431618
1,16,176.021946129979
1,17,28.85722752988456
1,20,117.86091968935096
1,27,41.06863403910381
1,29,9.732391051164532
1,30,10.50462174085499
1,31,28.70621030543117
1,36,16.716761322644555
1,39,27.97128564598968
1,40,69.32710091399781
1,41,160.50032190169904
1,45,186.81482990696745
1,46,184.58884804520494
1,48,139.81402449310775
1,49,93.2045597136457
1,50,109.97896096006417
1,54,75.83373012787052
1,55,22.19066590105943
1,58,31.617448892735254
1,59,11.669562020735764
1,62,8.372977976249148
1,64,16.28043754728642
1,65,8.372977976249148
1,66,114.4527305186211
1,68,198.41518501528515
1,70,37.90355909354679
1,74,116.00301318632245
1,75,116.14937421276478
1,76,115.45965433010412
1,80,182.0676484161362
1,81,98.1250870503769
1,82,187.07920398421774
1,83,134.57988310246193
1,84,13.828390810484315
1,91,185.2060138307436
1,93,11.451306621094476
1,94,88.0183137185687
1,97,16.743066403556703
1,100,40.487783302741164
1,103,11.667111719580369
1,104,11.399881793251891
1,108,71.94063847518952
1,109,21.670382426607755
1,110,165.2095727241606
1,112,134.78152402721707
1,113,57.95599581834767
1,115,23.013865570913282
1,116,163.53807023219068
1,117,56.88631273848933
1,118,101.57979586035556
1,119,7.400531048354769
1,122,70.08707355682914
1,127,187.36475716036222
1,133,45.36188809019946
1,137,45.19068587398804
1,141,14.599070137732344
1,142,17.553372455382085
1,143,70.1498821348242
1,144,11.208228924732198
1,146,7.594613489685827
1,150,174.03469140244349
1,152,8.080280930370128
1,153,8.080280930370128
1,154,193.88112946146936
1,156,101.1606371712682
1,159,59.79530710433521
1,160,5.728014065241216
1,161,153.84662237729387
1,165,8.203514617104924
1,166,8.605763293064422
1,168,14.49519915448601
1,170,18.3016533673732
1,171,172.95339469301007
1,172,16.13386764853482
1,173,81.43687955258422
1,175,164.4815203864528
1,178,114.0090683690304
1,181,149.83810327279957
1,182,107.15505540184711
1,184,9.445475513790607
1,185,160.73509872760104
1,187,187.22868143210002
1,188,162.05096113887706
1,189,9.11641148066325
1,190,97.6248014759083
1,191,80.32747163778961
1,193,7.584168698636071
1,194,56.65212302106801
1,198,136.49566653717713
1,199,89.23363092130737
1,200,175.4466370408533
1,205,92.38927862899855
1,206,29.5811970461358
1,208,12.678361453428966
1,209,108.46069769778676
1,210,60.35834397016133
1,212,168.19024255268943
1,214,67.836500605171
1,220,193.2486544719367
1,224,190.7832249666452
1,227,179.24556380725514
1,229,60.92139728509525
1,230,7.320405323805172
1,231,11.694019427329545
1,232,70.36737397043156
1,233,146.1191069142715
1,237,28.468207152622604
1,242,144.67582159410955
1,246,82.78821104923769
1,257,35.09196331452224
1,259,32.54721556483749
1,260,31.615278576568965
1,261,188.48097695266327
1,262,174.03285541044116
1,263,108.68076581887405
1,270,162.4345626604351
1,271,124.26652278051235
1,277,36.07928884401264
1,278,11.2349902150597
1,279,17.185860491961233
1,285,130.09236362266233
1,287,90.22609582874881
2,4,43.16541026208397
2,8,15.821263948004622
2,10,43.94178344861215
2,13,37.6791716344402
2,14,1.1119492685693821
2,16,137.90378027948734
2,18,35.03424957168332
2,19,18.60843665665775
2,20,192.60203290548984
2,21,27.727818720173783
2,22,91.7971963091511
2,23,33.07233245028476
2,24,52.95359385554881
2,25,26.123559425772463
2,26,38.315911613392004
2,28,94.38201384662227
2,32,26.053895134209846
2,33,18.28038319094097
2,38,39.00353685989962
2,41,150.7274574121996
2,42,11.661677818454768
2,43,21.000132125601738
2,44,26.283123604341238
2,45,192.71282951151647
2,47,69.58806297834867
2,48,171.693525423078
2,51,31.172130752881003
2,52,48.924797112779586
2,53,145.149941036763
2,56,36.3365066960128
2,57,11.1661589816645
2,60,25.852113607120945
2,61,97.04921845108198
2,63,16.35263695859257
2,69,42.56076167474401
2,72,129.4149635679002
2,73,76.58785135586994
2,76,195.3772151710674
2,77,23.13068999573581
2,78,43.031431463141644
2,79,32.413437187834326
2,82,123.5192696073186
2,87,134.42891229082989
2,88,41.57277290968173
2,90,98.33936175456527
2,92,56.310215026810994
2,95,41.00223351867325
2,98,160.1479122355913
2,99,111.68307197542022
2,101,40.70739492674732
2,102,104.26537302905575
2,105,35.24447603417428
2,106,79.91315733753065
2,107,55.674121482762075
2,110,145.21323779132138
2,114,84.40589143723297
2,120,93.3211875590877
2,121,8.610796676986897
2,124,36.603969632638396
2,125,36.10139299404991
2,126,104.02995255375127
2,128,66.13720848620304
2,129,104.06027893821573
2,130,46.33865104869215
2,131,58.33857635254608
2,132,43.170977342709605
2,134,134.82686385133533
2,135,14.358722611896033
2,138,124.44998527676596
2,139,62.39333391457136
2,140,24.454425234088795
2,147,125.7103478258426
2,148,68.3074454821585
2,149,68.3074454821585
2,151,37.68072222562943
2,154,118.17377823377244
2,155,40.29159468550071
2,157,25.800257943750765
2,158,29.280888268842464
2,161,157.09029001255846
2,162,72.35502861324763
2,164,19.842720972008966
2,167,103.34885347284984
2,169,38.54259653926359
2,171,147.20445449807355
2,174,53.348035768325296
2,175,148.1046380559934
2,176,79.1760451562886
2,177,41.71898004383789
2,179,25.77789347962892
2,181,183.13911972161947
2,183,112.08647396537071
2,186,67.43534048406825
2,187,130.03893168408618
2,192,55.26089775950583
2,196,40.738331596407
2,200,137.16752231964065
2,201,69.8366996458107
2,202,119.91173054024668
2,203,109.3952127172786
2,204,96.01044963265957
2,211,55.21929618265677
2,212,149.0275841268631
2,213,13.577673771409335
2,215,25.583278465330388
2,216,36.12125129324972
2,217,43.070143511182394
2,218,52.6072961242041
2,219,158.57978488118397
2,220,117.70814008846978
2,221,91.81884896415205
2,222,52.129011897898145
2,223,78.78002810972498
2,224,137.44734665746918
2,225,122.19527322674276
2,226,40.884136814505666
2,227,134.35582583298407
2,228,71.22716587680873
2,233,169.75574755619778
2,234,116.66368017045461
2,236,60.47244693332067
2,238,46.55952542790659
2,239,28.284878019662596
2,240,60.5034346912537
2,241,42.55660442403672
2,243,96.52315851923844
2,244,47.29428699026689
2,247,83.39845761336646
2,248,57.97780482793647
2,249,51.05169049137185
2,250,82.45276370183278
2,251,59.99401639820881
2,252,102.44220556400593
2,253,42.342478295165925
2,256,81.01992627208395
2,258,76.91909598620221
2,262,139.3913738946576
2,264,108.01036012495749
2,265,114.74119577079588
2,266,191.78255251470162
2,267,40.43235409748833
2,268,126.51965280448785
2,269,112.08005005415595
2,270,148.79757184190075
2,272,73.50569912840685
2,273,55.20395685758641
2,274,15.809393752384162
2,275,26.189477042909427
2,276,115.8827479762531
2,280,39.168094446796296
2,281,66.6525184883939
2,284,54.30919440062387
2,285,195.34122056729674
2,286,101.02017855906304
3,5,11.302137494749175
3,6,19.5699678359166
3,7,30.012296179431615
3,9,23.931779630094976
3,11,15.306428917036264
3,12,14.305583357882933
3,15,18.105342634116766
3,16,177.05135103379305
3,17,38.86340602081192
3,20,117.22544087815606
3,27,33.29503861543838
3,29,31.547282616196846
3,30,11.828725653455372
3,31,16.516775716472758
3,36,38.853765228514995
3,39,49.64697288847241
3,40,77.56756921985345
3,41,157.14681581524306
3,45,197.97082798239012
3,46,199.28985844993076
3,48,140.34041770819857
3,49,90.96088413464268
3,50,131.7451327517308
3,54,71.03054027465629
3,55,44.26758002091495
3,58,46.8150350487115
3,59,30.426932958805654
3,62,26.506419310969708
3,64,5.989546685598481
3,65,26.506419310969708
3,66,118.1459234956771
3,70,42.55672780340389
3,74,122.22172558817746
3,75,126.4996320469498
3,76,112.74498173567821
3,80,197.63995163623034
3,81,104.62875024894069
3,82,185.72931383568738
3,83,156.3469240780721
3,84,8.409681036397572
3,91,198.78796092910508
3,93,24.917479045646417
3,94,105.67600407085882
3,97,28.52604335025615
3,99,199.9640926776403
3,100,54.220910017328066
3,103,31.29511551695818
3,104,10.884808608902423
3,108,61.274541268323574
3,109,10.599051787777514
3,110,163.65264817765757
3,112,150.4417907535024
3,113,48.86881755093394
3,115,45.20177488633653
3,116,179.6932594225801
3,117,65.24398873172282
3,118,101.89100626992794
3,119,16.173702388696185
3,122,80.20024690168412
3,133,57.66532754241749
3,137,54.0391847601255
3,141,7.6536680990561665
3,142,27.803060702607784
3,143,71.20466892292986
3,144,11.318304489995649
3,146,26.02552093685536
3,150,194.01819293411404
3,152,22.19883601779215
3,153,22.19883601779215
3,154,193.62251705372123
3,156,108.55982339664651
3,159,76.59954251502657
3,160,24.490375700448816
3,161,153.456628052639
3,165,22.046733833839447
3,166,24.53123353270616
3,168,26.530827883892727
3,170,12.086306910256816
3,171,176.09947713420632
3,172,36.9553614414204
3,173,102.98071389587955
3,175,165.15826694515832
3,178,128.65044473613153
3,181,157.07263249312638
3,182,107.32168634332315
3,184,17.105649506981717
3,185,182.6472704126756
3,187,189.06933967045393
3,188,184.27833053323627
3,189,24.366216976028426
3,190,93.27489494217929
3,191,100.46170813236266
3,193,14.756960671715776
3,194,54.317091540037424
3,198,156.4638931383043
3,199,104.41979011024866
3,200,175.87397292365205
3,205,96.86382483561287
3,206,34.55096779833374
3,208,33.17905113347089
3,209,110.98865983339796
3,210,55.88843474800893
3,212,170.663300008503
3,214,89.6172301770731
3,220,190.1666531026341
3,224,194.91107978911407
3,227,180.05150167489296
3,229,82.39234605733121
3,230,23.86228301404024
3,231,21.5934916450585
3,232,65.25403029096493
3,233,148.93444073757234
3,237,8.366604489387257
3,242,166.69732478392723
3,246,100.15883337019103
3,257,18.284172208262873
3,259,31.779949055227355
3,260,52.7899631907977
3,262,174.89428586202376
3,263,106.92341372931908
3,270,159.07812454814407
3,271,144.82449881533978
3,277,43.7684443772224
3,278,14.54833434523957
3,279,11.463057572030175
3,285,136.8191081004397
3,287,99.26766704200418
4,8,49.19011821073641
4,10,8.918710321026843
4,13,7.226514217881167
4,14,44.0479747519608
4,16,104.87103525695159
4,18,11.119492664478061
4,19,30.810949503493404
4,20,154.59602745268776
4,21,42.63213487556646
4,22,78.44194270637213
4,23,11.241063932581506
4,24,65.5515031506436
4,25,25.075464745050066
4,26,26.64042978152701
4,28,55.66789757810957
4,32,28.997715545037465
4,33,25.53246552839705
4,38,29.959970019345484
4,41,111.09565015380777
4,42,43.441024453197684
4,43,23.42501541291151
4,44,47.35193484048726
4,45,174.22190610213565
4,47,29.677281063832115
4,48,135.34989409617182
4,49,178.38775745683725
4,51,39.464730007760174
4,52,75.03018047383512
4,53,133.38829327086714
4,54,196.9205038933013
4,56,6.873066160030567
4,57,51.5130811370689
4,60,59.456430068536896
4,61,63.74404791231973
4,63,36.556408716139714
4,66,164.9897733270574
4,69,70.55403651485146
4,72,126.9217738028957
4,73,116.93968103286704
4,74,171.33493264422276
4,75,189.06724689426414
4,76,156.1316389542101
4,77,24.73289036826402
4,78,0.19069375187528562
4,79,10.852899948315665
4,81,185.4523524493095
4,82,87.14442553892522
4,87,171.94395184085724
4,88,46.602344665861445
4,90,59.44911552619554
4,92,14.887471588765145
4,95,12.165995527740522
4,98,145.750767261717
4,99,78.50722350555132
4,101,6.525688326773473
4,102,81.94593629060626
4,105,8.730931340930562
4,106,42.827424278299894
4,107,67.67411471888062
4,110,107.62776365579835
4,114,50.23507806906513
4,118,171.1535300012873
4,120,126.08524089008593
4,121,39.11152194114559
4,124,7.547292330077355
4,125,7.909167652109786
4,126,69.26235721283427
4,128,36.3749567766314
4,129,65.10150905984271
4,130,81.07871513117617
4,131,39.0686369170318
4,132,4.5577757391276945
4,134,172.3257037421592
4,135,56.355874942488974
4,138,110.93903155498181
4,139,28.358374676117684
4,140,23.15858625333119
4,147,107.01104919583574
4,148,34.7145689211419
4,149,34.7145689211419
4,151,48.98815778426723
4,154,84.56982420379535
4,155,40.66387123360675
4,156,185.90068058238367
4,157,58.56749617593854
4,158,13.943632043181971
4,161,120.46561799687322
4,162,105.46512530411216
4,164,58.72316380002294
4,167,92.936644766259
4,169,7.541162392218413
4,171,117.2002600256747
4,174,70.44754108898397
4,175,113.4689727844278
4,176,62.854271601631574
4,177,31.606485602285975
4,179,66.99179724991801
4,181,154.56460855949896
4,182,165.66423171785559
4,183,145.41945938199285
4,186,62.931721464618676
4,187,99.95998467469518
4,190,174.65791724786928
4,192,14.027827271457436
4,196,4.18749636711328
4,200,103.0728454143669
4,201,98.23930259205326
4,202,110.80988569019846
4,203,94.14077276575497
4,204,56.00893758517712
4,205,185.36595801879372
4,209,167.70016187478637
4,211,91.05767917731217
4,212,117.36112840487526
4,213,47.06905095057049
4,215,68.68443980724872
4,216,13.163541222688815
4,217,6.184031210538042
4,218,11.054274320256942
4,219,155.80098536988748
4,220,78.45307800271736
4,221,86.51741569722833
4,222,9.582470075705546
4,223,49.18672127674222
4,224,112.29495679527494
4,225,99.18340788717133
4,226,76.30077887268126
4,227,101.28452258674457
4,228,96.82327526077681
4,233,136.16486809914355
4,234,91.76960485837981
4,236,19.844863672923555
4,238,54.75902728004305
4,239,44.667227547469636
4,240,23.248232616632386
4,241,6.232213398982254
4,243,58.97487610047651
4,244,4.185743891191306
4,247,44.499824933125915
4,248,20.684600035828765
4,249,11.466456758098726
4,250,64.45256413025254
4,251,102.98888837553153
4,252,91.9466649848497
4,253,19.60991423228084
4,256,58.92133544375181
4,258,85.823921052643
4,262,105.87594351433091
4,263,163.00683171554707
4,264,113.26332251593001
4,265,93.5649975907126
4,266,178.80355095628107
4,267,8.55469764303184
4,268,135.84967927725398
4,269,84.26443827132658
4,270,109.16010103190364
4,272,111.73066529375855
4,273,85.43382124177006
4,274,47.14592077139162
4,275,19.658478210943688
4,276,154.6446064485737
4,280,32.19678772310677
4,281,92.83542028687698
4,284,17.20969779422277
4,285,163.68470056610906
4,286,124.39124397240118
4,287,198.61683575339543
5,6,26.258210715764047
5,7,28.04931220828177
5,9,22.53373269674662
5,11,16.33687990248293
5,12,8.875436450571906
5,15,22.875310010470397
5,16,187.97791131053768
5,17,46.71569301410216
